Registrado,Línea,Texto breve de material,Ctd.total reg.,    Valor var.
2021-05,Pintado 1 UNI,1118-BLANCO MET 9010 USDA SILIC,200.0,1718.0
2021-05,Pintado 1 UNI,1145-BLANCO TERNIUM CR,185.0,3400.2999999999997
2021-05,Pintado 1 UNI,1152-BLANCO TERNIUM CR TOP,279.25,5138.2
2021-05,Pintado 1 UNI,1474-PRINTING DARK SILVER INOX,100.0,1385.0
2021-05,Pintado 1 UNI,1475-CHACOAL GRAY CKA3Y49403,473.649,18472.31
2021-05,Pintado 1 UNI,1487-AMERICAN STERLING III,7863.5,61885.75
2021-05,Pintado 1 UNI,1489-IRON ORE GRAY,330.0,2864.4
2021-05,Pintado 1 UNI,1490-IRON ORE GRAY TXT,235.0,2176.1
2021-05,Pintado 1 UNI,BECKRYPRIM 243,665.0,3823.75
2021-05,Pintado 1 UNI,BLANCO STD KYNAR,1254.75,19323.15
2021-05,Pintado 1 UNI,BROWN T413 SILIC.,100.0,1000.0
2021-05,Pintado 1 UNI,HIGH BUILT PRIMER,200.0,1362.0
2021-05,Pintado 1 UNI,PRIMARIO  4041,140.0,1185.8
2021-05,Pintado 1 UNI,PRIMARIO 4435,1050.0,6289.5
2021-05,Pintado 1 UNI,ROJO JANITZIO BB,800.0,4920.0
2021-05,Pintado 1 UNI,SAND TEXTURED,99.25,972.65
2021-05,Pintado 1 UNI,WHITE KRYSTAL KOTE,1835.0,18276.6
2021-05,Pintado 2 UNI,0001-PRIMER 4457,5765.0,31649.85
2021-05,Pintado 2 UNI,0021-UNIVERSAL PRIMER,6404.5,43935.04
2021-05,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,2118.0860000000002,10889.34
2021-05,Pintado 2 UNI,0028-CLEAR P/ESPUMA,7569.25,30653.24
2021-05,Pintado 2 UNI,0029-CLEAR INOXIDABLE,2137.0,19318.48
2021-05,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,170.0,703.8000000000001
2021-05,Pintado 2 UNI,0038-PRIMER 917,1973.25,12549.87
2021-05,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,630.0,6022.8
2021-05,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,513.0,4180.95
2021-05,Pintado 2 UNI,0054-CLEAR KRYSTAL KOTE,4893.0,48440.7
2021-05,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,1021.25,8170.0
2021-05,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,517.75,2899.4
2021-05,Pintado 2 UNI,0079-BECKRYPRIM 246,1360.0,7548.0
2021-05,Pintado 2 UNI,0090-PRIMER 60000,831.25,5569.4
2021-05,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,1464.0,15225.6
2021-05,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,2848.75,19656.45
2021-05,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,3890.0,19099.9
2021-05,Pintado 2 UNI,0102-BLANCO STD,9070.0,40740.6
2021-05,Pintado 2 UNI,0104-BLANCO SUPERMATIC,5890.0,35634.5
2021-05,Pintado 2 UNI,0106-BLANCO CONFAD,6415.435,53312.35
2021-05,Pintado 2 UNI,0144-WHITE POLYESTER ROHS,3100.0,22227.0
2021-05,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,660.0,5484.6
2021-05,Pintado 2 UNI,0151-BLANCO FRIO,2920.0,17782.8
2021-05,Pintado 2 UNI,0173-BLANCO SM,360.0,1728.0
2021-05,Pintado 2 UNI,0174-BLANCO STD USDA,815.0,4125.95
2021-05,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,4761.25,40946.75
2021-05,Pintado 2 UNI,0178-WHITE TEXT KOTE,3405.0,32007.0
2021-05,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,1549.0,11478.07
2021-05,Pintado 2 UNI,0195-NEAT WHITE LAV ROHS,675.0,22396.5
2021-05,Pintado 2 UNI,0318-TOPAZ METALLIC 14H2593,438.5,7849.16
2021-05,Pintado 2 UNI,0400-GRIS FONDO,5279.5,25392.5
2021-05,Pintado 2 UNI,0404-GRIS FONDO MC,404.0,2088.68
2021-05,Pintado 2 UNI,0433-PLATA 89,1901.781,19208.04
2021-05,Pintado 2 UNI,0435-APOLLO GRAY KRYSTAL KOTE,2235.0,21835.95
2021-05,Pintado 2 UNI,0463-GUN METAL GRAY,657.0,6635.72
2021-05,Pintado 2 UNI,0488-DIAMOND GRAY LAV,661.5799999999999,15282.5
2021-05,Pintado 2 UNI,0504-BLACK QL,180.0,1413.0
2021-05,Pintado 2 UNI,0505-NEGRO SUPERMATIC,1012.0,6072.0
2021-05,Pintado 2 UNI,0517-BLACK POLYESTER ROHS,1891.0,13482.83
2021-05,Pintado 2 UNI,0524-BLACK KRYSTAL KOTE,800.0,7728.0
2021-05,Pintado 2 UNI,0601-VERDE PRIMSA,5465.0,20085.7
2021-05,Pintado 2 UNI,0700-ARENA STD,2410.0,10700.4
2021-05,Pintado 2 UNI,0709-BISQUET SUPERMATIC,170.0,1388.9
2021-05,Pintado 2 UNI,0716-HVAC RAL-9001 II,258.5,2380.7799999999997
2021-05,Pintado 2 UNI,0730-ARENA STD USDA,400.0,2460.0
2021-05,Pintado 2 UNI,1005-COIL PRIMER ROHS,2700.0,21519.0
2021-05,Pintado 2 UNI,1014-WHITE PRIMER,1235.0,10460.45
2021-05,Pintado 2 UNI,1028-CLEAR BLUE EPOXY,2085.0,12676.8
2021-05,Pintado 2 UNI,1031-BECKRYPRIM 235 NEGRO,200.0,1212.0
2021-05,Pintado 2 UNI,1056-PRIMER LAUNDRY NCC ROHS,257.0,12166.380000000001
2021-05,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,7285.0,44948.45
2021-05,Pintado 2 UNI,1129-BLANCO GRIS G9073 ROHS,2600.0,16770.0
2021-05,Pintado 2 UNI,1431-GRIS 356 TEXT.,630.0,5298.3
2021-05,Pintado 2 UNI,2119-WHITE PW3R09872,3834.348,27530.72
2021-05,Pintado 2 UNI,2122-WHITE BACKER 28555F,2133.236,22633.61
2021-05,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,2868.75,16351.95
2021-05,Pintado 2 UNI,BLACK PRIMER ROHS,650.0,5531.5
2021-05,Pintado 2 UNI,BLANCO 15 II MOD.,1573.25,9455.210000000001
2021-05,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,1086.5,13038.0
2021-05,Pintado 2 UNI,CLEAR LAUNDRY BACKER,2078.051,11491.6
2021-05,Pintado 2 UNI,WHITE KRYSTAL KOTE,3323.0,33097.08
2021-06,Pintado 1 UNI,0001-PRIMER 4457,16080.0,88279.2
2021-06,Pintado 1 UNI,0021-UNIVERSAL PRIMER,512.0,3512.34
2021-06,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,2191.75,11353.32
2021-06,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,550.0,3135.0
2021-06,Pintado 1 UNI,0028-CLEAR P/ESPUMA,8000.197,32193.1
2021-06,Pintado 1 UNI,0036-BACK PRIMER,991.25,8296.75
2021-06,Pintado 1 UNI,0038-PRIMER 917,1413.491,8989.8
2021-06,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,570.0,4645.5
2021-06,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,1800.0,10260.0
2021-06,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,8027.0,79467.3
2021-06,Pintado 1 UNI,0079-BECKRYPRIM 246,825.0,4578.75
2021-06,Pintado 1 UNI,0088-CLEAR TOP PIZZA,106.11,1055.79
2021-06,Pintado 1 UNI,0090-PRIMER 60000,59.25,396.98
2021-06,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,458.5,6331.88
2021-06,Pintado 1 UNI,0102-BLANCO STD,7138.0,35014.82
2021-06,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,522.0,2803.14
2021-06,Pintado 1 UNI,0139-NEW PRIME WHITE,1355.5,10993.11
2021-06,Pintado 1 UNI,0145-BLANCO COOL ROOF 75,860.0,7654.0
2021-06,Pintado 1 UNI,0151-BLANCO FRIO,2015.0,12271.35
2021-06,Pintado 1 UNI,0173-BLANCO SM,875.0,4200.0
2021-06,Pintado 1 UNI,0174-BLANCO STD USDA,460.0,2249.4
2021-06,Pintado 1 UNI,0178-WHITE TEXT KOTE,1300.0,12220.0
2021-06,Pintado 1 UNI,0219-DEEP BLUE,189.25,2280.46
2021-06,Pintado 1 UNI,0223-AZUL 269 SILIC,150.0,1662.0
2021-06,Pintado 1 UNI,0245-AZUL RC,200.0,1686.0
2021-06,Pintado 1 UNI,0400-GRIS FONDO,5575.559,24934.05
2021-06,Pintado 1 UNI,0401-RANGE GRAY,388.5,3007.0
2021-06,Pintado 1 UNI,0404-GRIS FONDO MC,952.0,4921.84
2021-06,Pintado 1 UNI,0405-TAUPE METALLIC,2031.0,22462.86
2021-06,Pintado 1 UNI,0407-COOL GRAY ICP,520.0,3889.6
2021-06,Pintado 1 UNI,0422-BACKER 0507 CR,755.0,5571.9
2021-06,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,7362.0,71926.74
2021-06,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,1974.0,23944.62
2021-06,Pintado 1 UNI,0440-BALTIC GRAY HVAC,810.0,6034.5
2021-06,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,2440.0,26010.4
2021-06,Pintado 1 UNI,0446-WARM DARK GRAY SMOOTH,6675.0,57939.0
2021-06,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,315.0,2838.1499999999996
2021-06,Pintado 1 UNI,0498-GRIS FONDO 70 GLOSS,139.25,1239.33
2021-06,Pintado 1 UNI,0521-NEGRO MM MITSUI.,1128.551,7335.610000000001
2021-06,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,2515.0,24294.9
2021-06,Pintado 1 UNI,0534-BLACK TEXT KOTE,1435.0,12384.05
2021-06,Pintado 1 UNI,0543-BLACK METALLIC,330.46500000000003,4246.48
2021-06,Pintado 1 UNI,0601-VERDE PRIMSA,4635.0,16748.3
2021-06,Pintado 1 UNI,0619 - LEAF GREEN SILIC,387.75,5622.39
2021-06,Pintado 1 UNI,0718-SANDPIPER BEIGE,440.0,3616.8
2021-06,Pintado 1 UNI,0730-ARENA STD USDA,465.0,2859.75
2021-06,Pintado 1 UNI,0900-ROJO STD SILIC.,437.75,3055.51
2021-06,Pintado 1 UNI,0928-BURGUNDY PIZZA,89.25,1905.49
2021-06,Pintado 1 UNI,0936-ROJO WRINKLED CR,530.0,4420.2
2021-06,Pintado 1 UNI,0987-DEEP RED TRINAR,295.147,11215.59
2021-06,Pintado 1 UNI,1014-WHITE PRIMER,527.0,4463.6900000000005
2021-06,Pintado 1 UNI,1027-BLACK INK PRINT,20.0,178.2
2021-06,Pintado 1 UNI,1042-BLACK STAINLESS LIKE CLR,100.0,980.0
2021-06,Pintado 1 UNI,1107-DURAPLUS BLANCO STD USDA,400.0,2412.0
2021-06,Pintado 1 UNI,1118-BLANCO MET 9010 USDA SILIC,300.0,2577.0
2021-06,Pintado 1 UNI,1456-GRIS CLARO RC,183.0,1152.9
2021-06,Pintado 1 UNI,1474-PRINTING DARK SILVER INOX,200.0,2770.0
2021-06,Pintado 1 UNI,1480-GRIS ANTRACITA G7016 POLY,532.0,4181.52
2021-06,Pintado 1 UNI,1487-AMERICAN STERLING III,3560.0,28017.2
2021-06,Pintado 1 UNI,1489-IRON ORE GRAY,430.0,3732.4
2021-06,Pintado 1 UNI,1490-IRON ORE GRAY TXT,150.0,1389.0
2021-06,Pintado 1 UNI,1493-GRAY 2001,130.0,1284.4
2021-06,Pintado 1 UNI,ARENA STD SILIC.,433.5,2748.3999999999996
2021-06,Pintado 1 UNI,BECKRYPRIM 243,140.0,805.0
2021-06,Pintado 1 UNI,BLANCO STD KYNAR,1429.0,22006.6
2021-06,Pintado 1 UNI,HIGH BUILT PRIMER,930.0,6333.3
2021-06,Pintado 1 UNI,PRIMARIO  4041,720.0,6098.4
2021-06,Pintado 1 UNI,PRIMARIO 4435,935.0,5600.65
2021-06,Pintado 1 UNI,ROJO JANITZIO BB,290.0,1783.5
2021-06,Pintado 1 UNI,WHITE KRYSTAL KOTE,1785.0,17778.6
2021-06,Pintado 2 UNI,0001-PRIMER 4457,4280.0,23497.2
2021-06,Pintado 2 UNI,0021-UNIVERSAL PRIMER,3440.75,23603.64
2021-06,Pintado 2 UNI,0028-CLEAR P/ESPUMA,4350.801,17683.87
2021-06,Pintado 2 UNI,0029-CLEAR INOXIDABLE,1724.0,15584.96
2021-06,Pintado 2 UNI,0036-BACK PRIMER,189.25,1584.02
2021-06,Pintado 2 UNI,0038-PRIMER 917,2175.742,13837.720000000001
2021-06,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,130.0,1242.8
2021-06,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,1355.0,11043.25
2021-06,Pintado 2 UNI,0066-SUPER HIGH GLOSS CLEAR II,885.0,8858.85
2021-06,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,984.94,7879.52
2021-06,Pintado 2 UNI,0079-BECKRYPRIM 246,520.0,2886.0
2021-06,Pintado 2 UNI,0090-PRIMER 60000,787.0,5272.92
2021-06,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,797.0,8288.8
2021-06,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,642.0,4429.82
2021-06,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,1969.0,9667.79
2021-06,Pintado 2 UNI,0102-BLANCO STD,5915.86,29655.72
2021-06,Pintado 2 UNI,0104-BLANCO SUPERMATIC,7269.5,42798.26
2021-06,Pintado 2 UNI,0106-BLANCO CONFAD,4143.5,34432.54
2021-06,Pintado 2 UNI,0139-NEW PRIME WHITE,720.0,5839.2
2021-06,Pintado 2 UNI,0173-BLANCO SM,2680.0,12864.0
2021-06,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,1398.25,12024.949999999999
2021-06,Pintado 2 UNI,0318-TOPAZ METALLIC 14H2593,523.825,9376.48
2021-06,Pintado 2 UNI,0400-GRIS FONDO,3224.0,15094.0
2021-06,Pintado 2 UNI,0404-GRIS FONDO MC,2960.0,15303.2
2021-06,Pintado 2 UNI,0463-GUN METAL GRAY,468.5,4731.860000000001
2021-06,Pintado 2 UNI,0488-DIAMOND GRAY LAV,380.78999999999996,8796.25
2021-06,Pintado 2 UNI,0504-BLACK QL,220.0,1727.0
2021-06,Pintado 2 UNI,0505-NEGRO SUPERMATIC,914.0,5484.0
2021-06,Pintado 2 UNI,0526-BLACK REF SAB,2095.0,19567.3
2021-06,Pintado 2 UNI,0529-BLACK QUANTUM SAB II,680.0,6371.6
2021-06,Pintado 2 UNI,0601-VERDE PRIMSA,6085.0,22187.3
2021-06,Pintado 2 UNI,0995-ROSA KB LAV,333.08000000000004,4429.97
2021-06,Pintado 2 UNI,1005-COIL PRIMER ROHS,928.0,7396.16
2021-06,Pintado 2 UNI,1055-CLEAR TOP LAVADORAS,49.25,448.18
2021-06,Pintado 2 UNI,1059-CLEAR BLACK INOX,205.0,1947.5
2021-06,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,2465.0,15209.05
2021-06,Pintado 2 UNI,1129-BLANCO GRIS G9073 ROHS,1800.0,11610.0
2021-06,Pintado 2 UNI,1154-BLANCO CONFAD II,89.25,1136.15
2021-06,Pintado 2 UNI,2119-WHITE PW3R09872,3227.098,23170.649999999998
2021-06,Pintado 2 UNI,2122-WHITE BACKER 28555F,1882.374,19971.97
2021-06,Pintado 2 UNI,BLANCO 15 II MOD.,757.0,4549.56
2021-06,Pintado 2 UNI,BLANCO QUANTUM SAB,1984.0,18788.48
2021-06,Pintado 2 UNI,CLEAR LAUNDRY BACKER,1424.0,7874.7
2021-06,Pintado 2 UNI,PLATA 104 LAV,69.25,1336.53
2021-06,Pintado 2 UNI,SUPER HIGH GLOSS CLEAR,250.0,2485.0
2021-07,Pintado 1 UNI,0001-PRIMER 4457,23153.0,137528.82
2021-07,Pintado 1 UNI,0021-UNIVERSAL PRIMER,481.25,3599.75
2021-07,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,2679.25,12991.58
2021-07,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),150.5,617.06
2021-07,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,805.0,4966.85
2021-07,Pintado 1 UNI,0028-CLEAR P/ESPUMA,4779.267,22295.829999999998
2021-07,Pintado 1 UNI,0036-BACK PRIMER,1638.5,15401.9
2021-07,Pintado 1 UNI,0038-PRIMER 917,4552.0,31545.3
2021-07,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,85.0,749.7
2021-07,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,2939.0,31799.98
2021-07,Pintado 1 UNI,0079-BECKRYPRIM 246,6390.0,41982.3
2021-07,Pintado 1 UNI,0102-BLANCO STD,24598.0,132767.46
2021-07,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,158.0,927.46
2021-07,Pintado 1 UNI,0132-BLANCO MONOCAPA,306.0,1679.94
2021-07,Pintado 1 UNI,0139-NEW PRIME WHITE,2307.5,20444.45
2021-07,Pintado 1 UNI,0151-BLANCO FRIO,5142.0,34194.3
2021-07,Pintado 1 UNI,0173-BLANCO SM,4360.0,22846.4
2021-07,Pintado 1 UNI,0174-BLANCO STD USDA,340.0,2097.8
2021-07,Pintado 1 UNI,0202-AZUL REY,325.0,2756.0
2021-07,Pintado 1 UNI,0209-AZUL MILITAR SILIC,218.5,2965.04
2021-07,Pintado 1 UNI,0223-AZUL 269 SILIC,50.0,605.0
2021-07,Pintado 1 UNI,0400-GRIS FONDO,14193.0,71219.0
2021-07,Pintado 1 UNI,0404-GRIS FONDO MC,5152.0,28851.2
2021-07,Pintado 1 UNI,0405-TAUPE METALLIC,2942.0,35509.94
2021-07,Pintado 1 UNI,0407-COOL GRAY ICP,275.0,2244.0
2021-07,Pintado 1 UNI,0422-BACKER 0507 CR,2842.0,22707.579999999998
2021-07,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,2191.0,23377.97
2021-07,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,1560.0,20670.0
2021-07,Pintado 1 UNI,0440-BALTIC GRAY HVAC,2895.0,23536.35
2021-07,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,1665.0,19380.6
2021-07,Pintado 1 UNI,0446-WARM DARK GRAY SMOOTH,1100.0,10417.0
2021-07,Pintado 1 UNI,0503-NEGRO ERNA,481.5,3486.06
2021-07,Pintado 1 UNI,0521-NEGRO MM MITSUI.,665.965,4721.6900000000005
2021-07,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,1360.0,14348.0
2021-07,Pintado 1 UNI,0545-NEGRO MANDM,185.0,1779.7
2021-07,Pintado 1 UNI,0601-VERDE PRIMSA,5880.0,22185.95
2021-07,Pintado 1 UNI,0623-VERDE WRINKLED CR,2555.0,20286.7
2021-07,Pintado 1 UNI,0672-VERDE MORISCO BB,1305.0,10674.9
2021-07,Pintado 1 UNI,0700-ARENA STD,867.0,3988.2
2021-07,Pintado 1 UNI,0702-ARENA STD SILIC.,305.0,2391.2
2021-07,Pintado 1 UNI,0718-SANDPIPER BEIGE,1665.0,14951.7
2021-07,Pintado 1 UNI,0728-SAND TEXTURED,40.0,427.2
2021-07,Pintado 1 UNI,0900-ROJO STD SILIC.,75.0,570.75
2021-07,Pintado 1 UNI,0936-ROJO WRINKLED CR,475.0,4612.25
2021-07,Pintado 1 UNI,1026-CLEAR PRINT INOX,320.0,2880.0
2021-07,Pintado 1 UNI,1027-BLACK INK PRINT,32.0,311.36
2021-07,Pintado 1 UNI,1042-BLACK STAINLESS LIKE CLR,300.0,3210.0
2021-07,Pintado 1 UNI,1101-WHITE HVAC 101385,239.25,2241.77
2021-07,Pintado 1 UNI,1107-DURAPLUS BLANCO STD USDA,700.0,4606.0
2021-07,Pintado 1 UNI,1418-PRINTING SILVER INOX,470.0,7144.0
2021-07,Pintado 1 UNI,1457-GRIS OSCURO RC,70.0,658.7
2021-07,Pintado 1 UNI,1474-PRINTING DARK SILVER INOX,440.0,6652.8
2021-07,Pintado 1 UNI,1487-AMERICAN STERLING III,4361.0,37460.99
2021-07,Pintado 1 UNI,1489-IRON ORE GRAY,235.0,2225.45
2021-07,Pintado 1 UNI,BECKRYPRIM 243,975.0,6474.0
2021-07,Pintado 1 UNI,BISQUE KRYSTAL KOTE,330.0,3738.9
2021-07,Pintado 1 UNI,BLANCO STD KYNAR,304.25,5108.36
2021-07,Pintado 1 UNI,HIGH BUILT PRIMER,800.0,5888.0
2021-07,Pintado 1 UNI,PRIMARIO 4435,1210.0,7840.8
2021-07,Pintado 1 UNI,ROJO JANITZIO BB,215.0,1651.2
2021-07,Pintado 1 UNI,WHITE KRYSTAL KOTE,345.0,3753.6
2021-07,Pintado 2 UNI,0001-PRIMER 4457,4280.0,25423.2
2021-07,Pintado 2 UNI,0021-UNIVERSAL PRIMER,6995.25,52324.47
2021-07,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,623.25,2976.07
2021-07,Pintado 2 UNI,0028-CLEAR P/ESPUMA,3779.0,17165.38
2021-07,Pintado 2 UNI,0029-CLEAR INOXIDABLE,1329.0,12240.09
2021-07,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,265.0,1348.85
2021-07,Pintado 2 UNI,0036-BACK PRIMER,160.0,1504.0
2021-07,Pintado 2 UNI,0038-PRIMER 917,473.5,3281.35
2021-07,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,740.0,7651.6
2021-07,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,715.0,6306.3
2021-07,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,2002.265,17459.75
2021-07,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,2012.825,12620.43
2021-07,Pintado 2 UNI,0079-BECKRYPRIM 246,1420.0,9329.4
2021-07,Pintado 2 UNI,0090-PRIMER 60000,295.283,2155.56
2021-07,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,1683.25,19088.09
2021-07,Pintado 2 UNI,0095-INOXIDABLE CLEAR,109.25,1022.58
2021-07,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,2802.77,21665.38
2021-07,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,3899.0,21444.5
2021-07,Pintado 2 UNI,0102-BLANCO STD,10459.0,56165.58
2021-07,Pintado 2 UNI,0104-BLANCO SUPERMATIC,2599.0,16500.55
2021-07,Pintado 2 UNI,0106-BLANCO CONFAD,4975.5,45078.159999999996
2021-07,Pintado 2 UNI,0114-BLANCO QL,310.0,2852.0
2021-07,Pintado 2 UNI,0139-NEW PRIME WHITE,314.0,2782.04
2021-07,Pintado 2 UNI,0144-WHITE POLYESTER ROHS,2444.0,19136.52
2021-07,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,270.0,2451.6
2021-07,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,4722.0,44245.08
2021-07,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,6883.0,55614.64000000001
2021-07,Pintado 2 UNI,0318-TOPAZ METALLIC 14H2593,991.143,19337.2
2021-07,Pintado 2 UNI,0400-GRIS FONDO,5163.5,25454.7
2021-07,Pintado 2 UNI,0433-PLATA 89,985.5,10850.34
2021-07,Pintado 2 UNI,0435-APOLLO GRAY KRYSTAL KOTE,155.0,1653.85
2021-07,Pintado 2 UNI,0463-GUN METAL GRAY,374.71500000000003,4125.61
2021-07,Pintado 2 UNI,0488-DIAMOND GRAY LAV,837.795,21095.68
2021-07,Pintado 2 UNI,0505-NEGRO SUPERMATIC,1615.0,10578.25
2021-07,Pintado 2 UNI,0517-BLACK POLYESTER ROHS,3502.0,27280.58
2021-07,Pintado 2 UNI,0601-VERDE PRIMSA,7130.0,27350.1
2021-07,Pintado 2 UNI,0664-AQUA KB LAV,356.5,4702.24
2021-07,Pintado 2 UNI,0700-ARENA STD,1215.0,5589.0
2021-07,Pintado 2 UNI,0995-ROSA KB LAV,1703.25,24697.170000000002
2021-07,Pintado 2 UNI,1004-CLEAR EPOXY INOXIDABLE,93.0,375.72
2021-07,Pintado 2 UNI,1005-COIL PRIMER ROHS,2320.0,19998.4
2021-07,Pintado 2 UNI,1028-CLEAR BLUE EPOXY,2600.0,16120.0
2021-07,Pintado 2 UNI,1055-CLEAR TOP LAVADORAS,279.25,2770.16
2021-07,Pintado 2 UNI,1059-CLEAR BLACK INOX,190.0,1972.1999999999998
2021-07,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,6650.0,44821.0
2021-07,Pintado 2 UNI,1129-BLANCO GRIS G9073 ROHS,2840.0,19993.6
2021-07,Pintado 2 UNI,1154-BLANCO CONFAD II,189.25,1720.28
2021-07,Pintado 2 UNI,1431-GRIS 356 TEXT.,310.0,3317.0
2021-07,Pintado 2 UNI,1492-GRIS KB LAV,228.5,2367.26
2021-07,Pintado 2 UNI,2119-WHITE PW3R09872,1324.7,10372.42
2021-07,Pintado 2 UNI,2122-WHITE BACKER 28555F,727.0,8425.94
2021-07,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,1767.5,10976.15
2021-07,Pintado 2 UNI,BLACK PRIMER ROHS,730.0,6716.0
2021-07,Pintado 2 UNI,BLANCO 15 II MOD.,792.0,5187.61
2021-07,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,3217.0,42078.36
2021-07,Pintado 2 UNI,CLEAR LAUNDRY BACKER,2691.947,16232.470000000001
2021-07,Pintado 2 UNI,UNIVERSAL SILVER CLEAR TOP,239.25,1787.2
2021-07,Pintado 2 UNI,UNIVERSAL SILVER ROHS,233.5,2673.57
2021-08,Pintado 1 UNI,0001-PRIMER 4457,8965.0,53252.1
2021-08,Pintado 1 UNI,0021-UNIVERSAL PRIMER,745.25,5574.47
2021-08,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,3230.0,15051.8
2021-08,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),343.5,1408.36
2021-08,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,1840.0,11352.8
2021-08,Pintado 1 UNI,0028-CLEAR P/ESPUMA,11197.47,48238.02
2021-08,Pintado 1 UNI,0036-BACK PRIMER,1929.75,18139.65
2021-08,Pintado 1 UNI,0038-PRIMER 917,1500.0,10394.98
2021-08,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,130.0,1146.6
2021-08,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,675.0,4164.75
2021-08,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,12313.0,133226.66
2021-08,Pintado 1 UNI,0079-BECKRYPRIM 246,3750.0,24637.5
2021-08,Pintado 1 UNI,0090-PRIMER 60000,74.25,542.03
2021-08,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,181.68,2734.28
2021-08,Pintado 1 UNI,0102-BLANCO STD,2490.0,15238.8
2021-08,Pintado 1 UNI,0105-RANGE WHITE,144.25,1257.86
2021-08,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,410.0,2406.7
2021-08,Pintado 1 UNI,0139-NEW PRIME WHITE,2843.0,25188.98
2021-08,Pintado 1 UNI,0151-BLANCO FRIO,1829.0,12162.85
2021-08,Pintado 1 UNI,0173-BLANCO SM,140.0,733.6
2021-08,Pintado 1 UNI,0311-BROWN T413 SILIC.,258.5,2817.66
